Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,7658.0,7109.6,7896.6,7179.9
2,9155.2,7545.6,9128.6,7955.3
3,9464.7,7438.1,9222.1,7664.8
4,9265.5,7359.5,9204.8,7681.7
5,9234.3,7338.3,9132.7,7652.6
6,9193.4,7221.8,9152.7,7568.0
7,9101.3,6960.1,8553.0,6810.4
8,9043.9,6953.5,8890.2,7358.8
9,9034.6,6836.5,9019.5,7312.5
10,8903.5,6694.9,8965.0,7208.0
