Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,3361.2,5294.0,3991.8,3985.6
2,6651.6,10394.7,8315.6,7880.0
3,9469.8,12481.9,11755.9,11198.5
4,12227.8,12653.7,14378.2,14144.4
5,11889.9,12624.5,14302.2,14333.8
6,11960.6,12493.0,14179.9,14284.6
7,11710.3,12295.7,13989.1,14157.3
8,11792.4,12196.1,13832.2,14028.6
9,11543.5,12191.6,13787.8,14003.1
10,11776.8,12103.6,13757.1,13880.7
