Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,8122.2,8258.0,9051.4,8948.6
2,12673.4,12767.9,14735.1,14830.3
3,14437.9,14506.4,17170.3,17322.0
4,15012.9,14980.4,17824.5,17974.8
5,15036.0,14909.5,17837.0,17866.3
6,14928.4,14797.5,17739.3,17783.4
7,14848.8,14691.9,17698.3,17723.0
8,14778.1,14688.9,17645.1,17677.3
9,14765.1,14669.5,17589.3,17636.8
10,14735.2,14633.4,17564.1,17594.5
