Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,10737.0,10978.3,12176.1,11996.5
2,12285.4,11770.3,14009.0,13890.1
3,12541.5,12038.3,14205.2,14038.2
4,12521.7,12296.9,14259.6,14138.5
5,11941.5,12230.6,14122.7,14074.4
6,12111.0,12236.7,14145.2,14116.4
7,11787.5,11803.7,13142.3,13461.4
8,12050.9,12137.3,13834.4,13770.8
9,12134.0,12136.6,13828.6,13792.5
10,12095.5,11847.2,13702.5,13719.6
