Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,7658.5,7110.5,7893.5,7178.1
2,9144.2,7511.2,9115.0,7935.0
3,9456.8,7440.5,9223.2,7660.0
4,9277.4,7379.6,9203.6,7650.7
5,9237.0,7385.8,9126.6,7610.9
6,9198.5,7237.1,9130.9,7546.1
7,9127.4,6936.1,8631.9,6797.5
8,9063.3,6956.9,8902.7,7373.0
9,9037.5,6825.7,9025.8,7182.4
10,8904.7,6676.8,8983.2,7212.5
