Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,10744.7,10997.8,12192.2,12129.2
2,12261.1,11911.2,13965.8,13861.1
3,12544.8,12069.1,14160.6,14068.9
4,12506.7,12298.2,14244.6,14099.4
5,11924.0,12236.5,14096.8,14182.8
6,12155.3,12180.9,14070.6,14066.3
7,11880.0,11780.2,13214.3,13458.6
8,12046.9,12016.3,13827.3,13759.3
9,12118.5,12105.0,13833.2,13822.8
10,12065.9,11981.1,13699.9,13681.1
