Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,7201.7,6109.9,5952.7,6304.4
2,11963.1,10631.6,11463.0,12043.5
3,14026.3,12967.4,15141.2,15769.1
4,14826.5,14297.1,16887.2,17305.6
5,13933.5,13237.6,16095.4,16129.2
6,14040.4,13570.4,16396.8,16377.8
7,14475.7,14002.9,16855.3,16973.7
8,14481.9,13997.3,16971.6,17117.9
9,14468.1,14044.4,16981.6,17110.5
10,14500.2,14093.8,16981.9,17087.9
