Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,7652.6,7114.2,7883.8,7176.9
2,9156.7,7503.1,9126.2,7994.4
3,9458.1,7438.3,9224.0,7661.4
4,9280.8,7405.9,9219.5,7671.7
5,9228.9,7330.7,9131.0,7612.8
6,9196.1,7249.1,9138.5,7531.6
7,9111.9,6954.9,8611.3,6858.6
8,9046.2,6969.9,8898.8,7351.4
9,9022.7,6864.8,9021.5,7311.9
10,8909.5,6662.7,8983.4,7206.3
