Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,10744.7,10994.1,12181.9,12127.8
2,12273.2,11932.4,13976.5,13884.7
3,12553.5,12048.9,14130.6,14064.1
4,12470.6,12283.1,14187.7,14124.5
5,11917.9,12248.2,14101.8,14079.8
6,12175.7,12310.9,14101.8,14139.2
7,11787.2,11962.5,13566.1,13521.7
8,12097.4,12044.5,13698.7,13780.7
9,12153.8,12145.3,13896.8,13880.5
10,12086.6,12010.7,13671.6,13637.8
