Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,592.7,350.2,1521.0,931.6
2,329.1,210.0,1204.1,294.5
3,280.6,174.2,1048.6,228.3
4,258.3,159.3,934.4,199.6
5,254.8,151.7,888.4,188.7
6,251.9,147.8,866.0,183.2
7,250.0,145.9,861.8,181.4
8,244.2,145.8,840.9,177.9
9,249.2,145.4,831.5,185.0
10,251.0,146.7,816.6,188.1
