Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,10744.4,10994.8,12195.7,12125.7
2,10581.3,10978.6,11687.8,12067.8
3,12562.5,12045.8,14120.9,14005.2
4,10917.2,12341.8,12705.3,14103.9
5,11754.2,12087.8,14092.8,14043.9
6,11952.9,11783.6,13378.4,13465.4
7,11759.1,12016.6,13224.0,13570.1
8,11825.5,11876.0,13490.9,13592.8
9,11727.5,11804.0,13530.2,13836.3
10,11324.9,12012.3,12955.2,13978.0
11,11476.4,11880.8,13463.6,13851.4
12,12051.6,11929.7,13680.1,13806.8
13,11853.7,11851.1,13510.9,13788.7
14,11274.0,11671.6,12814.8,13485.4
15,11700.0,11949.1,13549.1,13685.6
16,11643.5,11821.0,13505.2,13698.0
17,11674.6,11708.6,13283.4,13553.7
18,11853.9,11854.6,13474.1,13604.0
19,11355.5,11674.5,13312.9,13476.2
20,10953.6,11666.1,13355.5,13498.9
