Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,10744.7,10986.5,12192.6,12125.9
2,12292.3,11881.3,14016.0,13895.0
3,12571.5,12074.7,14171.9,14062.0
4,12506.7,12283.5,14226.9,14144.9
5,11709.4,12235.4,14096.2,14059.7
6,12189.2,12123.7,14157.0,14131.6
7,11682.2,12058.5,13098.9,13438.4
8,12034.9,12140.7,13846.3,13825.5
9,12160.9,12101.8,13781.1,13809.9
10,12068.1,11910.6,13541.0,13625.5
