Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,7646.7,7097.2,7882.1,7169.1
2,9106.2,7456.7,9085.6,7848.2
3,9393.8,7448.2,9244.5,7834.8
4,9254.8,7355.8,9235.2,7858.2
5,9229.8,7307.1,9183.2,7847.1
6,9175.2,7263.5,9194.9,7823.8
7,9076.5,7137.1,8958.0,7662.5
8,8997.2,7055.2,8987.1,7697.0
9,9009.3,6996.7,8997.0,7663.2
10,8914.9,6894.6,8918.6,7598.4
