Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,10752.0,10997.9,12202.1,12131.2
2,12272.0,11955.2,13980.1,13885.6
3,12557.6,12059.4,14083.1,14062.6
4,12460.5,12285.2,14210.6,14093.7
5,11894.9,12218.7,14075.6,14190.9
6,12244.1,12161.7,14196.9,14119.7
7,11813.3,11931.0,13336.7,13601.0
8,11971.9,12019.7,13855.0,13764.6
9,12177.1,12103.8,13869.3,13832.4
10,12050.6,11909.5,13701.8,13724.8
