Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,1508.4,1487.6,2455.7,2459.1
2,1445.7,1436.1,2459.2,2640.3
3,1418.0,1413.0,2105.1,2126.2
4,1398.2,1393.6,2052.3,2080.8
5,1382.5,1377.6,2020.0,2042.1
6,1380.2,1375.6,2056.1,2082.0
7,1352.0,1350.2,1961.0,1975.7
8,1356.1,1349.7,1992.8,2014.8
9,1343.2,1339.6,1927.7,1943.7
10,1325.0,1321.0,1877.4,1884.5
11,1314.1,1309.0,1849.6,1859.1
12,1296.5,1292.9,1815.8,1824.4
13,1284.2,1279.1,1791.2,1798.6
14,1268.5,1267.0,1764.1,1769.6
15,1256.5,1255.4,1742.9,1748.6
16,1238.0,1239.1,1693.4,1702.5
17,1220.3,1218.3,1646.8,1650.4
18,1197.1,1203.5,1604.9,1615.4
19,1189.9,1191.0,1562.1,1567.7
20,1190.1,1190.8,1551.0,1570.5
