Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,8140.2,6716.8,6521.1,6852.5
2,14915.5,12815.3,12892.1,13532.9
3,18794.8,16889.2,18332.1,19110.7
4,20983.6,19371.2,22218.3,22664.2
5,19789.2,18180.4,21874.1,21589.5
6,20115.4,18963.6,22291.4,21911.0
7,20865.1,19722.4,22806.3,22587.4
8,21261.6,20310.2,23367.9,23111.4
9,21320.8,20406.1,23399.6,23140.6
10,21356.9,20464.0,23407.1,23183.5
