Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,592.5,350.8,1519.6,923.7
2,329.7,209.8,1200.9,293.9
3,282.0,174.3,1046.2,228.4
4,257.1,159.0,929.5,199.1
5,253.6,151.7,885.8,188.7
6,249.7,147.8,864.1,182.7
7,249.1,146.1,861.1,181.7
8,244.8,146.0,839.9,178.3
9,249.3,145.4,830.5,184.5
10,251.5,146.6,815.2,189.2
