Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,2449.3,2326.4,2174.6,2260.7
2,4154.7,3995.4,3700.7,3902.9
3,5589.5,5360.6,4829.4,5170.1
4,6514.4,6214.5,5897.5,6224.2
5,7174.2,6882.2,6811.2,7167.6
6,7662.5,7345.1,7453.8,7768.2
7,7946.9,7723.7,7944.8,8199.6
8,8098.0,7933.2,8404.8,8625.4
9,8232.6,7979.2,8627.5,8822.1
10,8273.8,8148.9,8814.3,8994.2
