Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,11338.7,11661.5,12809.3,12808.3
2,14065.2,13803.6,16032.9,15889.2
3,13618.9,14074.2,15867.4,16124.6
4,13796.0,14179.0,15997.3,15901.7
5,13940.1,14207.4,16078.2,15966.6
6,13997.1,13937.7,16023.8,16044.7
7,15240.0,13414.0,16441.1,15837.0
8,13945.4,13889.3,15777.6,15737.5
9,14069.2,13865.2,15925.1,15932.4
10,14070.3,13666.3,15827.3,15954.6
