Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,1492.5,1477.8,2432.9,2459.3
2,1427.7,1430.4,2155.5,2193.2
3,1415.2,1404.7,2100.6,2129.7
4,1396.2,1386.1,2053.9,2082.9
5,1380.7,1369.2,2020.8,2039.3
6,1366.4,1349.3,1996.7,2002.3
7,1356.6,1333.2,1974.7,1967.0
8,1340.0,1314.8,1944.0,1932.3
9,1319.6,1298.5,1910.5,1894.6
10,1298.6,1279.3,1861.5,1844.1
