Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,639.6,939.8,1510.5,1252.8
2,727.5,338.4,1219.7,935.2
3,736.9,230.8,1085.5,618.3
4,715.7,200.0,1024.7,538.7
5,672.6,192.5,986.0,527.5
6,629.9,193.0,941.6,508.9
7,572.9,194.7,903.2,490.8
8,540.3,196.7,883.0,468.4
9,525.4,197.9,864.2,461.0
10,513.7,199.1,846.5,445.5
