Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,639.5,945.7,1515.3,1259.2
2,730.8,336.5,1222.6,936.1
3,744.7,230.3,1090.4,617.6
4,724.5,199.6,1029.1,542.6
5,675.3,192.4,985.9,528.7
6,627.8,193.0,939.2,510.7
7,569.2,194.8,900.4,492.1
8,536.1,197.1,878.2,468.5
9,517.0,198.2,862.3,457.3
10,508.4,198.9,845.4,442.2
