Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,7647.1,7109.9,7884.2,7172.6
2,9167.1,7543.2,9136.0,7992.1
3,9457.1,7450.3,9218.8,7662.4
4,9299.6,7440.3,9228.9,7700.1
5,9240.9,7371.9,9127.3,7640.3
6,9193.7,7237.5,9142.4,7551.4
7,9117.9,6997.3,8510.1,6697.0
8,9083.3,6954.3,8936.5,7378.9
9,9034.2,6834.6,9016.6,7297.8
10,8921.7,6666.5,8956.1,7176.3
