Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,7652.1,7110.9,7883.9,7174.0
2,9165.5,7510.9,9140.9,7966.7
3,9459.9,7409.9,9221.2,7665.0
4,9298.1,7437.6,9238.3,7684.4
5,9235.9,7342.4,9127.3,7635.3
6,9193.9,7215.4,9146.6,7535.7
7,9094.4,7010.8,8627.1,6795.4
8,9098.8,6938.4,8973.4,7381.0
9,9029.0,6823.6,8993.0,7299.2
10,8912.2,6648.7,8982.5,7168.8
