Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,7649.2,7111.8,7886.9,7170.9
2,9145.3,7527.0,9131.0,7965.5
3,9456.7,7430.5,9226.2,7730.6
4,9273.9,7443.6,9200.9,7643.4
5,9235.1,7339.2,9121.8,7643.1
6,9196.8,7246.1,9149.7,7540.7
7,9114.2,6978.2,8585.9,6907.6
8,9050.8,6931.6,8958.8,7357.1
9,9035.2,6813.4,8982.7,7297.4
10,8938.4,6706.9,8953.6,7165.7
