Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,10748.6,10999.3,12191.3,12127.0
2,12298.4,11866.5,14025.0,13894.0
3,12550.1,12043.4,14212.2,14014.9
4,12523.3,12314.2,14248.0,14143.8
5,11710.8,12215.0,14177.3,14141.2
6,12326.9,12257.8,14057.7,14110.7
7,11832.4,11861.1,13068.9,13396.2
8,12092.1,12086.4,13844.8,13799.0
9,12119.8,12106.8,13810.3,13804.1
10,12137.6,11862.7,13737.4,13695.0
