Number of Threads,Copy Rate (MB/s),Scale Rate (MB/s),Add Rate (MB/s),Triad Rate (MB/s)
1,1506.9,1487.6,2458.8,2459.2
2,1446.7,1441.7,2175.0,2195.5
3,1422.5,1417.0,2111.0,2133.0
4,1388.9,1384.2,2054.7,2073.9
5,1383.0,1379.4,2026.5,2040.4
6,1364.9,1363.9,1997.9,2010.4
7,1353.3,1350.0,1967.9,1974.6
8,1333.4,1332.3,1934.9,1942.4
9,1313.5,1315.1,1901.6,1906.9
10,1293.6,1293.9,1853.0,1856.5
